ocel_id,ocel_time,PurchasingGroupEBANEKGRP,ReleaseIndicatorEBANFRGZU,new_value,ocel_changed_field
purchase_requisition:264:pr_trigger_264,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:264:pr_trigger_264,2022-12-26T15:51:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:264:pr_trigger_264,2022-12-27T21:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:409:pr_trigger_409,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:409:pr_trigger_409,2023-05-26T23:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:409:pr_trigger_409,2023-05-29T21:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:377:pr_trigger_377,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:377:pr_trigger_377,2023-04-24T16:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:377:pr_trigger_377,2023-04-28T18:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:108:pr_trigger_108,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:108:pr_trigger_108,2022-07-11T23:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:710:pr_trigger_710,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:710:pr_trigger_710,2024-03-07T06:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:710:pr_trigger_710,2024-03-11T18:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:585:pr_trigger_585,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:585:pr_trigger_585,2023-11-16T14:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:585:pr_trigger_585,2023-11-23T12:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:469:pr_trigger_469,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:469:pr_trigger_469,2023-07-21T15:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:469:pr_trigger_469,2023-07-28T19:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:141:pr_trigger_141,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:141:pr_trigger_141,2022-08-13T14:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:141:pr_trigger_141,2022-08-16T01:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:715:pr_trigger_715,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:715:pr_trigger_715,2024-03-17T06:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:715:pr_trigger_715,2024-03-19T12:38:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:170:pr_trigger_170,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:170:pr_trigger_170,2022-08-31T14:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:18:pr_trigger_18,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:18:pr_trigger_18,2022-04-20T20:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:18:pr_trigger_18,2022-04-22T08:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:15:pr_trigger_15,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:15:pr_trigger_15,2022-04-18T04:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:574:pr_trigger_574,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:574:pr_trigger_574,2023-11-08T01:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:574:pr_trigger_574,2023-11-09T12:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:553:pr_trigger_553,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:553:pr_trigger_553,2023-10-13T22:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:374:pr_trigger_374,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:374:pr_trigger_374,2023-04-18T21:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:374:pr_trigger_374,2023-04-21T01:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:882:pr_trigger_882,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:882:pr_trigger_882,2024-09-05T19:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:882:pr_trigger_882,2024-09-11T11:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:507:pr_trigger_507,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:507:pr_trigger_507,2023-08-26T03:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:177:pr_trigger_177,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:177:pr_trigger_177,2022-09-08T11:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:177:pr_trigger_177,2022-09-10T01:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:540:pr_trigger_540,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:540:pr_trigger_540,2023-09-27T21:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:540:pr_trigger_540,2023-10-01T21:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:51:pr_trigger_51,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:51:pr_trigger_51,2022-05-17T01:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:267:pr_trigger_267,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:267:pr_trigger_267,2023-01-01T19:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:273:pr_trigger_273,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:273:pr_trigger_273,2023-01-05T10:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:82:pr_trigger_82,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:82:pr_trigger_82,2022-06-16T18:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:82:pr_trigger_82,2022-06-23T12:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:746:pr_trigger_746,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:746:pr_trigger_746,2024-04-19T15:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:746:pr_trigger_746,2024-04-24T22:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:213:pr_trigger_213,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:213:pr_trigger_213,2022-10-06T18:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:213:pr_trigger_213,2022-10-10T08:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:706:pr_trigger_706,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:706:pr_trigger_706,2024-03-01T09:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:706:pr_trigger_706,2024-03-06T19:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:480:pr_trigger_480,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:480:pr_trigger_480,2023-08-03T13:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:480:pr_trigger_480,2023-08-06T05:52:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:774:pr_trigger_774,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:774:pr_trigger_774,2024-05-11T06:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:895:pr_trigger_895,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:895:pr_trigger_895,2024-09-14T07:49:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:895:pr_trigger_895,2024-09-17T05:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:320:pr_trigger_320,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:320:pr_trigger_320,2023-02-23T15:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:320:pr_trigger_320,2023-02-25T15:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:378:pr_trigger_378,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:378:pr_trigger_378,2023-04-27T01:47:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:378:pr_trigger_378,2023-04-30T02:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:800:pr_trigger_800,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:800:pr_trigger_800,2024-05-28T07:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:800:pr_trigger_800,2024-05-31T03:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:606:pr_trigger_606,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:606:pr_trigger_606,2023-11-28T08:49:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:606:pr_trigger_606,2023-12-06T20:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:891:pr_trigger_891,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:891:pr_trigger_891,2024-09-08T03:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:891:pr_trigger_891,2024-09-10T09:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:144:pr_trigger_144,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:144:pr_trigger_144,2022-08-15T22:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:734:pr_trigger_734,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:734:pr_trigger_734,2024-04-11T14:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:734:pr_trigger_734,2024-04-16T14:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:294:pr_trigger_294,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:294:pr_trigger_294,2023-02-10T11:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:826:pr_trigger_826,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:826:pr_trigger_826,2024-07-06T03:38:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:826:pr_trigger_826,2024-07-11T18:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:492:pr_trigger_492,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:492:pr_trigger_492,2023-08-16T02:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:492:pr_trigger_492,2023-08-21T16:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:781:pr_trigger_781,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:781:pr_trigger_781,2024-05-13T23:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:781:pr_trigger_781,2024-05-16T14:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:498:pr_trigger_498,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:498:pr_trigger_498,2023-08-18T21:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:498:pr_trigger_498,2023-08-23T03:23:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:380:pr_trigger_380,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:380:pr_trigger_380,2023-05-03T23:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:380:pr_trigger_380,2023-05-07T09:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:497:pr_trigger_497,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:497:pr_trigger_497,2023-08-18T03:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:497:pr_trigger_497,2023-08-19T07:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:854:pr_trigger_854,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:854:pr_trigger_854,2024-07-23T07:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:854:pr_trigger_854,2024-07-25T18:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:136:pr_trigger_136,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:136:pr_trigger_136,2022-08-09T13:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:136:pr_trigger_136,2022-08-17T15:02:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:418:pr_trigger_418,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:418:pr_trigger_418,2023-05-31T12:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:418:pr_trigger_418,2023-06-03T02:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:156:pr_trigger_156,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:156:pr_trigger_156,2022-08-29T14:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:712:pr_trigger_712,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:712:pr_trigger_712,2024-03-05T11:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:402:pr_trigger_402,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:402:pr_trigger_402,2023-05-19T09:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:402:pr_trigger_402,2023-05-20T17:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:581:pr_trigger_581,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:581:pr_trigger_581,2023-11-15T12:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:581:pr_trigger_581,2023-11-15T13:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:291:pr_trigger_291,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:291:pr_trigger_291,2023-01-26T09:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:291:pr_trigger_291,2023-02-01T02:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:661:pr_trigger_661,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:661:pr_trigger_661,2024-02-15T17:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:661:pr_trigger_661,2024-02-25T05:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:159:pr_trigger_159,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:159:pr_trigger_159,2022-08-29T20:31:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:159:pr_trigger_159,2022-09-02T18:00:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:491:pr_trigger_491,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:491:pr_trigger_491,2023-08-18T11:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:491:pr_trigger_491,2023-08-20T19:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:16:pr_trigger_16,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:16:pr_trigger_16,2022-04-16T01:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:16:pr_trigger_16,2022-04-19T10:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:292:pr_trigger_292,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:292:pr_trigger_292,2023-01-31T12:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:292:pr_trigger_292,2023-02-02T05:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:687:pr_trigger_687,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:687:pr_trigger_687,2024-02-16T12:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:687:pr_trigger_687,2024-02-18T10:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:740:pr_trigger_740,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:740:pr_trigger_740,2024-04-09T12:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:740:pr_trigger_740,2024-04-10T05:22:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:479:pr_trigger_479,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:479:pr_trigger_479,2023-07-31T14:31:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:479:pr_trigger_479,2023-08-03T12:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:630:pr_trigger_630,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:630:pr_trigger_630,2023-12-21T06:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:630:pr_trigger_630,2023-12-22T20:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:463:pr_trigger_463,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:463:pr_trigger_463,2023-07-19T07:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:463:pr_trigger_463,2023-07-29T13:23:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:603:pr_trigger_603,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:603:pr_trigger_603,2023-12-02T01:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:603:pr_trigger_603,2023-12-06T12:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:167:pr_trigger_167,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:167:pr_trigger_167,2022-08-30T14:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:167:pr_trigger_167,2022-09-01T17:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:424:pr_trigger_424,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:424:pr_trigger_424,2023-06-09T18:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:424:pr_trigger_424,2023-06-15T13:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:423:pr_trigger_423,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:423:pr_trigger_423,2023-06-09T05:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:423:pr_trigger_423,2023-06-09T16:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:386:pr_trigger_386,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:386:pr_trigger_386,2023-05-04T01:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:386:pr_trigger_386,2023-05-12T00:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:24:pr_trigger_24,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:24:pr_trigger_24,2022-04-26T16:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:24:pr_trigger_24,2022-04-28T15:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:692:pr_trigger_692,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:692:pr_trigger_692,2024-02-23T00:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:692:pr_trigger_692,2024-02-23T08:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:759:pr_trigger_759,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:759:pr_trigger_759,2024-04-25T21:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:475:pr_trigger_475,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:475:pr_trigger_475,2023-07-28T10:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:475:pr_trigger_475,2023-07-29T03:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:526:pr_trigger_526,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:526:pr_trigger_526,2023-09-11T11:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:42:pr_trigger_42,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:42:pr_trigger_42,2022-05-22T15:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:42:pr_trigger_42,2022-05-25T10:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:865:pr_trigger_865,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:865:pr_trigger_865,2024-08-12T11:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:431:pr_trigger_431,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:431:pr_trigger_431,2023-06-16T10:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:431:pr_trigger_431,2023-06-16T22:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:642:pr_trigger_642,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:642:pr_trigger_642,2023-12-31T19:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:642:pr_trigger_642,2024-01-04T08:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:123:pr_trigger_123,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:123:pr_trigger_123,2022-07-30T23:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:632:pr_trigger_632,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:632:pr_trigger_632,2023-12-20T03:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:632:pr_trigger_632,2023-12-23T12:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:878:pr_trigger_878,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:878:pr_trigger_878,2024-08-27T09:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:878:pr_trigger_878,2024-09-06T18:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:862:pr_trigger_862,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:862:pr_trigger_862,2024-08-06T19:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:728:pr_trigger_728,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:728:pr_trigger_728,2024-03-27T17:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:728:pr_trigger_728,2024-04-01T06:21:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:898:pr_trigger_898,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:898:pr_trigger_898,2024-09-09T09:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:514:pr_trigger_514,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:514:pr_trigger_514,2023-09-04T12:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:514:pr_trigger_514,2023-09-07T13:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:228:pr_trigger_228,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:228:pr_trigger_228,2022-10-29T14:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:228:pr_trigger_228,2022-11-05T21:22:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:107:pr_trigger_107,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:107:pr_trigger_107,2022-07-13T05:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:107:pr_trigger_107,2022-07-13T08:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:368:pr_trigger_368,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:368:pr_trigger_368,2023-04-06T21:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:368:pr_trigger_368,2023-04-08T04:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:130:pr_trigger_130,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:130:pr_trigger_130,2022-08-05T14:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:130:pr_trigger_130,2022-08-09T21:51:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:40:pr_trigger_40,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:40:pr_trigger_40,2022-05-10T18:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:40:pr_trigger_40,2022-05-16T08:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:814:pr_trigger_814,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:814:pr_trigger_814,2024-06-06T18:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:814:pr_trigger_814,2024-06-12T03:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:309:pr_trigger_309,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:309:pr_trigger_309,2023-02-19T23:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:309:pr_trigger_309,2023-02-26T04:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:861:pr_trigger_861,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:861:pr_trigger_861,2024-08-05T12:47:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:861:pr_trigger_861,2024-08-05T18:00:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:326:pr_trigger_326,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:326:pr_trigger_326,2023-02-28T09:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:326:pr_trigger_326,2023-03-06T17:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:226:pr_trigger_226,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:226:pr_trigger_226,2022-10-21T18:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:226:pr_trigger_226,2022-10-25T15:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:859:pr_trigger_859,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:859:pr_trigger_859,2024-08-03T23:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:859:pr_trigger_859,2024-08-06T22:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:6:pr_trigger_6,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:6:pr_trigger_6,2022-04-08T04:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:6:pr_trigger_6,2022-04-08T15:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:818:pr_trigger_818,1970-01-01T00:00:00.000Z,002,Released,,
